ZZX：英雄远征.HDTC中字版.mp4,thunder://QUFodHRwOi8veHVubGVpLnhpYXphaS16dWlkYS5jb20vMTkwNi9aWljvvJroi7Hpm4Tov5zlvoEuSERUQ+S4reWtl+eJiC5tcDRaWg==
[4.2GB]钻井生物.The.Rig.2010.BluRay.720p.DTS.x264-CHD.torrent,magnet:?xt=urn:btih:674f55f127261ff855416558be46facfb922c1f5&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[4.2GB]钻井生物.The.Rig.2010.BluRay.720p.DTS.x264-CHD.torrent,magnet:?xt=urn:btih:378537cb685e4d2349cb5a1366f77ad9bc5842de&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[1.79GB]钻井生物.The.Rig.2010.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:7f80945fc66ec0a7132de7096e56940f06ed51b9&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[6.55GB]钻井生物.The.Rig.2010.1080p.BluRay.x264-HD4U.torrent,magnet:?xt=urn:btih:d45a1c2dea8c65b6e3aec24a207edd3b8b9bbb00&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[1.26GB]异种4.BD中英双字.mp4,ed2k://|file|异种4.BD中英双字.mp4|1348242966|3923AAA90B619BFB0B42E84720A2F418|h=SFZQOZKY3B7RAYDA7VMPUPUF4WQHO3FR|/
[2.25GB]异种4.BD中英双字.mp4,ed2k://|file|异种4.BD中英双字.mp4|2418861677|F36997FD95C1CB543E9FA7FD7A42D5DA|h=7FMDTNX5LVS2Q27DGJGCORDUEWPMBDTV|/
[4.37GB]异种4：唤醒.Species.The.Awakening.2007.720p.BluRay.x264-SADPANDA.torrent,magnet:?xt=urn:btih:881c71c1c50a3d428d8872c6c889e94bd4a3f83d
[1.19GB]异种4：唤醒.Species.The.Awakening.2007.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:b1ff103a49c6ea654cd4428ac41d48765dc52e75
[3GB]异种4：唤醒.异种IV.2007.中英字幕￡CMCT梦幻.torrent,magnet:?xt=urn:btih:2dd6697f89d352976e212ed50351dc7d4e40c888
[7.64GB]异种4：唤醒.Species.The.Awakening.2007.1080p.BluRay.x264-SADPANDA.torrent,magnet:?xt=urn:btih:ce7737050ae5b9b8ce541aca6d03acf21ef758a3
[1.87GB]异种4：唤醒.Species.The.Awakening.2007.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:f8be821206da3587622bad47428e4ad5b812ccc5
[3.4GB]异种4：唤醒.Species.4.The.Awakening.2007.1080p.WEB-DL.DD5.1.H264-FGT.torrent,magnet:?xt=urn:btih:433d39c228c6273ed9a458f3202e468dd7ec5256
[35.37GB]异种4：唤醒.Species.The.Awakening.2007.1080p.BluRay.AVC.DTS-HD.MA.5.1-FGT.torrent,magnet:?xt=urn:btih:5bcacb9c960119f5b6e3c43b8f447ea6ef375d3d
[1.92GB]X战警2BD国英双语双字.mkv,ed2k://|file|X战警2BD国英双语双字.mkv|2057262982|D4BEA11F0366B390C022E0B89A87F3D8|h=47FFALZIXODFX34YBWOCTDUCFUVVSQRR|/
[1.62GB]X战警2.X-Men.2.2003.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:08e1683dc5ff9181e53d1760160499647caaf3ea&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[6.18GB]X战警2.X2 2003 BluRay 720p DTS x264-3Li.torrent,magnet:?xt=urn:btih:7a6949fb67f60afab629d5b0c83650eef1475461&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[3.92GB].720p.X战警2.变种特攻2.torrent,magnet:?xt=urn:btih:242f3e7352da39efb33391686f281aad207e972f&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[4.41GB]X战警2.X2 2003 BluRay 720p DTS x264-MgB [ETRG].torrent,magnet:?xt=urn:btih:477992980197702d58a096e927e0417f1ec57a43&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[1.62GB]X战警2.X2.2003.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:056b75be1478bfee7c6eaf20a3df73803126cb08&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[2.55GB]X战警2.X-Men.2.2003.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:d7a78faf1fbc802681c7ddd8ac4da58cac525e11&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[2.54GB]X战警2.X-Men2.2003.BluRay.1080p.HEVC.AC3.2Audios.中英特效.torrent,magnet:?xt=urn:btih:89b8c130bc9490f5b1fdd7201e03a84d7c7694a0&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[10.91GB]X战警2.X2.2003.1080p.BluRay.x264-FSiHD.torrent,magnet:?xt=urn:btih:3502f7499899f19b71fceb9a4d5a1e2a90bcd7d1&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[10.91GB]X战警2.X2.2003.1080p.BluRay.x264-FSiHD.torrent,magnet:?xt=urn:btih:f494496f805daaf03e539375dfc1c1a3903827ba&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[2.55GB]X战警2.X2.2003.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:aef5b798dd115afc38e5bc37eca64c62d5bd9df4&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[50.63GB]X战警2.X-Men.2.2003.2160p.BluRay.x264.8bit.SDR.DTS-HD.MA.5.1-SWTYBLZ.torrent,magnet:?xt=urn:btih:5df0e965d588a25d8d942a9a75ceb46b4455ec17&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[43.41GB]X战警2.X-Men.2.2003.2160p.BluRay.x265.10bit.SDR.DTS-HD.MA.5.1-SWTYBLZ.torrent,magnet:?xt=urn:btih:2ece08e6a479aa1700a149d6ad2d24d49c663966&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[55.45GB]X战警2.X2.2003.2160p.BluRay.REMUX.HEVC.DTS-HD.MA.5.1-FGT.torrent,magnet:?xt=urn:btih:bd937de0209d70af9341c4b46e7210a5e9354140&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[59.91GB]X战警2.X2.2003.COMPLETE.UHD.BLURAY-COASTER.torrent,magnet:?xt=urn:btih:ec99815e08128b48d6996848622f0bcdaa02cb48&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[26.11GB]X战警2.X2.2003.2160p.UHD.BluRay.X265-IAMABLE.torrent,magnet:?xt=urn:btih:c558977f3de973db432c058c6261af9c5a879cd9&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[35.39GB]X战警2.X2.2003.1080p.CEE.BluRay.AVC.DTS-HR.5.1-FGT.torrent,magnet:?xt=urn:btih:f294c8114359186ca57b1c46aa6ddcb09051980a&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[31.9GB]X战警2[中字]2003 Blu-Ray AVC 1080p DTSHD.torrent,magnet:?xt=urn:btih:d9498923fd5fdbde81c535862a10cc61c8c33a57&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[850MB]未来警察BD国语中字.rmvb,ed2k://|file|未来警察BD国语中字.rmvb|891017950|CE6E55E82BE303FCF645AD5AEAF4AC8E|h=XK53M7BDNOKDHQA5UNCYQ2KEK4QIZOBR|/
[4.41GB]未来警察.Future.X-Cops.2010.Bluray.720p.DTS.x264-CHD.torrent,magnet:?xt=urn:btih:8503658715e38eb76ac6712bac037600ab4e4c17
[8.8GB]未来警察.Future.X-Cops.2010.BluRay.1080p.DTS.x264-CHD.torrent,magnet:?xt=urn:btih:d815275b6ced0c6632f572aea8a93112dd099e5a
[18.29GB]未来警察.Future.X-Cops.2010.Bluray.REMUX.1080p.AVC.DTS-HD.MA5.1-CHD.torrent,magnet:?xt=urn:btih:698fbd4512a6c33a52fc41030d9e52ea8c5cb7aa
海市蜃城.HD1280高清国语中字版.mp4,thunder://QUFodHRwOi8vZG93bmxvYWQueHVubGVpenVpZGEuY29tLzE5MDUv5rW35biC6JyD5Z+OLkhEMTI4MOmrmOa4heWbveivreS4reWtl+eJiC5tcDRaWg==
[778MB]蝴蝶效应3：启示.HD中英双字.rmvb,ed2k://|file|蝴蝶效应3：启示.HD中英双字.rmvb|816311004|BBA2509B65B0E1215679B2F13887DCFC|h=JACD3ZUOFPP4JBCC6RXGRUMOXRZDA45F|/
[4.4GB]蝴蝶效应3：启示.The.Butterfly.Effect.3.Revelations.2009.720p.Bluray.AC3.x264-CHD.torrent,magnet:?xt=urn:btih:03a3af0dca2d9e00f4a97e4ce208fe7e17cab6c3
[1.09GB]蝴蝶效应3：启示.The.Butterfly.Effect.3.Revelations.2009.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:00ef6f86c574ea57174fb4f4c897f22a9c331f6a
[7.26GB]蝴蝶效应3：启示.The.Butterfly.Effect.3.Revelations.2009.1080p.BluRay.x264.DTS-FGT.torrent,magnet:?xt=urn:btih:63e7bab56f091859bca64e541f4b0646c32801f5
[1.72GB]蝴蝶效应3：启示.The.Butterfly.Effect.3.Revelations.2009.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:88d8a0f816f436dd907eae2343e63d3e404e8a13
[963MB]失落的大陆.BD英语中字.rmvb,ed2k://|file|失落的大陆.BD英语中字.rmvb|1012649021|5105365B4568ACAFEECC5DC8B9A644F0|h=LRMPNKC7QXPAZ6CMTNA5UQXEYII2COM6|/
[829MB]失落的大陆.BD中英双字.rmvb,ed2k://|file|失落的大陆.BD中英双字.rmvb|868740270|05970EA741D9E3354950298A0A7AFF3E|h=SMME3TYIIUQQXXPBM426FO4PLXXGFUV3|/
[1.23GB]失落的大陆.Land.Of.The.Lost.2009.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:cca8585d3209b08e966a9737e64cd93fb6e39cfb
[1.94GB]失落的大陆.Land.Of.The.Lost.2009.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:2f4581a8671aeee7d1eb1cb1d80b2a514df73a93
[8.81GB]失落的大陆.Land.of.the.Lost.2009.BluRay.1080p.DTS.x264-CHD.torrent,magnet:?xt=urn:btih:f5517bfe821d73f53daecd088b315903cc5953b2
[7.94GB]失落的大陆.Land.Of.The.Lost.2009.1080p.BluRay.x264-HD1080.torrent,magnet:?xt=urn:btih:2133244a4b6ea6d32953a6902bc2ced0f573445f
[1.49GB]天魔异种HD中英双字.mp4,ed2k://|file|天魔异种HD中英双字.mp4|1602342065|133BF9D30AFD0E6B73095732ED9715B3|h=VLG6VE3P77OZSEBA35FST45ANGJGNRWC|/
[870MB]天魔异种.BD中英双字.rmvb,ed2k://|file|天魔异种.BD中英双字.rmvb|916615289|2BDAEBD86D65D5704EDE784A1258D34A|h=QFLAN7S2BIZVRAH7XVY4J5LDBAD4N2HZ|/
[2.2GB]天魔异种.Harbinger.Down.2015.720p.BRRip.XviD.AC3-RARBG.torrent,magnet:?xt=urn:btih:426a1019a5faf65fdf2e1f120cd243e84acf364b
[1016.67MB]天魔异种.Harbinger.Down.2015.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:fc66c4f4a548d78a99106affd31d948805df2c93
[3.27GB]天魔异种.Harbinger.Down.2015.720p.BluRay.x264-RUSTED.torrent,magnet:?xt=urn:btih:b40d1afb2a48401fe2b7b0b2748f027f69d3bb6f
[5.85GB]天魔异种.Harbinger.Down.2015.1080p.BluRay.x264.DTS-HD.MA.5.1-RARBG.torrent,magnet:?xt=urn:btih:377071e602e3214ab5c7e13d6e8070b83fa301b9
[4.34GB]天魔异种.Harbinger.Down.2015.1080p.BluRay.x264.DTS-FGT.torrent,magnet:?xt=urn:btih:38c04ecb98c747d3591e8ce90014a1c0e82a3580
[1.57GB]天魔异种.Harbinger.Down.2015.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:578d4c3e5afdc85d7aacb55265d3425ce7173e35
[5.46GB]天魔异种.Harbinger.Down.2015.1080p.BluRay.x264-VALUE.torrent,magnet:?xt=urn:btih:11114631b58abd8a80e93f7bd7f172872d27de78
[21.59GB]天魔异种.Harbinger.Down.2015.1080p.GER.Blu-ray.AVC.DTS-HD.MA.5.1-XOXO@HDSky.torrent,magnet:?xt=urn:btih:ae653c6a07ddb12be908c8e7c850e30f88ae9411
[13.58GB]天魔异种.Harbinger.Down.2015.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-RARBG.torrent,magnet:?xt=urn:btih:ae38213e3db0d335a46dc3d05190194b330eb8ef
[1.06GB]肉体创伤.BD中英双字.rmvb,ed2k://|file|肉体创伤.BD中英双字.rmvb|1138304636|14AE1F617C5B388DD0FD5754F8D1F701|h=OUN3VHXCHLZIBKXNNXKPJPO64LMCJG64|/
[1004MB]肉体创伤.BD中英双字.rmvb,ed2k://|file|肉体创伤.BD中英双字.rmvb|1049935830|F7E4DB46C27DB0F0D796CBF654B3CAC6|h=VF2T4THQVPS2AZWUHKM5TFZMPTFLHWEO|/
[1003.86MB]肉体创伤.Flesh.Wounds.2011.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:ecffa1bc74390343bce1ebc52ae34121343ff96c&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[1005.55MB]肉体创伤.Flesh.Wounds.2011.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:518e5b0f504dae2038df8454341f664d3f4eb89c&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[1.55GB]肉体创伤.Flesh.Wounds.2011.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:590711f88f84af69f38179374ed2147752d82e6b&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[5.45GB]肉体创伤.Flesh.Wounds.2011.1080p.BluRay.x264-KaKa.torrent,magnet:?xt=urn:btih:60ec1158bf99c430eba928821ca5b2aa9911c2aa&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[6.02GB]肉体创伤.Flesh.Wounds.2011.1080p.BluRay.x264.DTS-FGT.torrent,magnet:?xt=urn:btih:0fa2d2baa74bb919cdd7b63318093c7aa2ab2eae&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[1.55GB]肉体创伤.Flesh.Wounds.2011.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:cd890acb75d124ffaf4da871faae94b887b9ad76&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[13.91GB]肉体创伤.Flesh Wounds 2011 BluRay REMUX 1080p AVC DTS-HD MA5.1-CHD.torrent,magnet:?xt=urn:btih:2285efe36f18222aef43225c2786558e99581e10&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
